source_name,source_link,event_id,event_date,event_time,location_description,location_accuracy,landslide_category,landslide_trigger,landslide_size,landslide_setting,fatality_count,injury_count,storm_name,event_import_id,country_name,country_code,admin_division_name,admin_division_population,gazeteer_closest_point,gazeteer_distance,submitted_date,created_date,last_edited_date,longitude,latitude
slidingthought.wordpress,http://slidingthought.wordpress.com/2009/11/17/landslides-from-the-november-16th-storm/,1310,11/17/2009 0:00,,"4 miles north of Carkeek Park, WA",5km,landslide,downpour,small,unknown,0,,,1310,United States,US,Washington,53007,Shoreline,2.94195,4/1/2014 0:00,11/20/2017 15:17,2/15/2018 15:51,-122.3793,47.7628
"WSAV (TV-3 based in Huntington, West Virginia)",http://www.wsaz.com/content/news/Mudslide-closes-southbound-lanes-of-I-79-in-Clendenin-384170271.html,9146,6/23/2016 0:00,,"I-79 southbound between mile 20 and 21, Clendenin, West Virginia, USA",1km,mudslide,unknown,medium,above_road,0,0,,9146,United States,US,West Virginia,1227,Clendenin,4.97887,7/25/2016 13:32,11/20/2017 15:17,2/15/2018 15:51,-81.33663404,38.5327856
gmanetwork,http://www.gmanetwork.com/news/story/287838/news/nation/ports-in-mindoro-samar-suspend-operations-as-quinta-crosses-palawan,4683,12/26/2012 8:00,8:00,"Brgy. 1 and 3 of Sogod, Barangay Kahupain, Sogod, Southern Leyte",5km,landslide,tropical_cyclone,medium,unknown,,,Tropical Cyclone Quinta,4683,Philippines,PH,Eastern Visayas,8303,Sogod,0.93745,4/1/2014 0:00,11/20/2017 15:17,2/15/2018 15:51,124.9845,10.3926
Record Searchlight,http://www.redding.com/news/local/Rock-slide-closes-Highway-299-on-Buckhorn-Grade-365828291.html,9233,1/19/2016 0:00,,,10km,rock_fall,unknown,small,above_road,0,0,,9233,United States,US,California,1193,Lewiston,4.95198,7/29/2016 17:28,11/20/2017 15:17,2/15/2018 15:51,-122.7994,40.6632
telluridewatch,http://www.telluridewatch.com/view/full_story/8896132/article-5-42-P-M-UPDATE--Highway-Reopened-After-Mudslides?instance=secondary_stories_left_column,2142,7/26/2010 15:45,16:00,"highway 145 between Fall Creek and Placerville, San Miquel county, CO",5km,mudslide,downpour,medium,unknown,0,,,2142,United States,US,Colorado,1320,Mountain Village,17.96218,4/1/2014 0:00,11/20/2017 15:17,2/15/2018 15:51,-108.0383,38.0053
Energetic City,http://energeticcity.ca/article/news/2016/06/15/mudslide-highway-29-near-hudsons-hope,9065,6/15/2016 0:00,,"Highway 29 approx 12 km north/east of Hudson’s Hope, British Columbia, Canada",1km,mudslide,downpour,medium,above_river,0,0,,9065,Canada,CA,British Columbia,2587,Chetwynd,47.12607,7/20/2016 15:00,11/20/2017 15:17,2/15/2018 15:51,-121.8022,56.1127
TypicallySpanish.com,http://www.typicallyspanish.com/news/publish/article_10076.shtml,66,4/23/2007 0:00,,Macael,5km,landslide,rain,medium,unknown,,,,66,Spain,ES,Andalusia,6090,Macael,0.59066,4/1/2014 0:00,11/20/2017 15:17,2/15/2018 15:51,-2.301,37.3385
dominicanewsonline.com,http://dominicanewsonline.com/news/homepage/news/environment/landslide-waitukubuli-national-trail/,5721,12/24/2013 0:00,,Segment One Of The Waitukubuli National Trail At The Summit Of Morne Crabier,5km,landslide,downpour,medium,unknown,0,,,5721,Dominica,DM,Saint Mark,1416,Soufrière,1.80847,4/1/2014 0:00,11/20/2017 15:17,2/15/2018 15:51,-61.3583,15.2174
print.dailymirror,http://print.dailymirror.lk/news/news/35138.html,3100,2/7/2011 0:00,,,25km,landslide,downpour,medium,unknown,0,,,3100,Sri Lanka,LK,Uva,47587,Badulla,7.88376,4/1/2014 0:00,11/20/2017 15:17,2/15/2018 15:51,81.1079,7.0381
heraldnet,http://www.heraldnet.com/article/20080212/NEWS01/849594126,450,2/11/2008 0:00,,"Stevens Pass, Washington",5km,landslide,rain,medium,unknown,,,,450,United States,US,Washington,1965,Leavenworth,35.98308,4/1/2014 0:00,11/20/2017 15:17,2/15/2018 15:51,-121.086,47.7463
nation,,1839,5/6/2010 0:00,,"Murang'a-Kiria-ini road, in Icanjeru(?) area, near Mugeka trading center",25km,mudslide,downpour,medium,unknown,0,,,1839,Kenya,KE,Murang'A,4661,Maragua,7.22875,4/1/2014 0:00,11/20/2017 15:17,2/15/2018 15:51,37.07,-0.7978
hearld-mail,"http://www.herald-mail.com/news/local/hm-md-550-in-thurmont-area-remains-closed-due-to-mudslide-20110419,0,5636540.story",3379,4/17/2011 10:00,10:00,"Md. 550(Sabillasville rd.), between Eylers Valley Flint Road and Kelbaugh Road, Sabillasville, Frederick County, MD",5km,mudslide,downpour,medium,unknown,0,,,3379,United States,US,Maryland,6170,Thurmont,3.50924,4/1/2014 0:00,11/20/2017 15:17,2/15/2018 15:51,-77.4274,39.6526
alertnet,http://www.alertnet.org/thenews/fromthefield/222031/128136284695.htm,2206,8/6/2010 0:30,0:00,"villages Shapoo(?), Bazgo(?) and wide area around Leh, Ladakh, Jammu and Kashmir",50km,landslide,downpour,very_large,unknown,234,,,2206,India,IN,Kashmir,37475,Leh,9.30807,9/11/2014 17:42,11/20/2017 15:17,2/15/2018 15:51,77.4871,34.1416
Red Cross - Field reports,https://www-secure.ifrc.org/dmis/prepare/view_report.asp?ReportID=2875,89,6/11/2007 0:00,,Jiangxi Province,unknown,mudslide,downpour,medium,unknown,,,,89,China,CN,Jiangxi Sheng,0,Huangbei,9.12332,4/1/2014 0:00,11/20/2017 15:17,2/15/2018 15:51,116.036,27.278
Deseret News,http://www.deseretnews.com/article/865606741/Helping-clean-up-after-Bulgarian-flooding.html?pg=all,6075,6/19/2014 0:00,,Varna,5km,mudslide,rain,small,unknown,0,0,,6075,Bulgaria,BG,Varna,312770,Varna,1.65635,8/24/2014 0:00,11/20/2017 15:17,2/15/2018 15:51,27.912,43.2022
The Star,http://www.the-star.co.ke/news/2015/10/03/four-killed-in-meru-quarry-landslide_c1216543,8562,10/1/2015 0:00,,Meru,5km,unknown,mining,unknown,mine,4,1,,8562,Kenya,KE,Meru,47226,Meru,0.35448,7/7/2016 15:15,11/20/2017 15:17,2/15/2018 15:51,37.6538,0.0487
thejakartapost,http://www.thejakartapost.com/news/2010/12/14/extreme-weather-causes-floods-landslides-bali.html,2847,12/13/2010 0:00,,"Denpassar(Denpasar), Kuta and in Karangasem, Klungkung  and Jembarana(Jembrana) regencies, Bali",unknown,landslide,downpour,medium,unknown,0,,,2847,Indonesia,ID,Bali,6200,Munduk,6.29721,4/1/2014 0:00,11/20/2017 15:17,2/15/2018 15:51,115.087,-8.3251
landslidescience,https://www.landslidescience.com/country/05/03/2010/United-States/Medium/1410/fact/,1817,5/3/2010 2:00,2:00,"Bell County, Cumberland Valley Region",50km,mudslide,downpour,medium,unknown,0,,,1817,United States,US,Kentucky,1732,Pineville,5.84944,4/1/2014 0:00,11/20/2017 15:17,2/15/2018 15:51,-83.6348,36.7411
Oregonian,http://www.oregonlive.com/pacific-northwest-news/index.ssf/2014/12/mudslide_in_washington_halts_s.html,6588,12/24/2014 16:15,16:00,west of Everett,25km,mudslide,unknown,medium,above_road,0,0,,6588,United States,US,Washington,20254,Mukilteo,0.42851,12/26/2014 14:49,11/20/2017 15:17,2/15/2018 15:51,-122.3088,47.9419
Global Post,http://www.globalpost.com/dispatch/news/xinhua-news-agency/140523/6-killed-south-china-landslide&ct=ga&cd=CAEYCSoUMTQ3MTY4NTA0ODE5MDM1ODUzMzMyGjU2Y2M5ZmI4OGM2MjA4ODc6Y29tOmVuOlVT&usg=AFQjCNEE1RCLYyM6-Zl6VHd1wYR2WuTK-Q,6035,5/20/2014 0:00,,"Huaiji County in the city of Zhaoqing, Guangdong Province",unknown,landslide,continuous_rain,medium,unknown,2,3,,6035,China,CN,Guangdong,89294,Huaicheng,6.45742,8/24/2014 0:00,11/20/2017 15:17,2/15/2018 15:51,112.1686,23.8616
newsinfo.inquirer,http://newsinfo.inquirer.net/94475/landslide-hurts-woman-as-rains-hit-catanduanes,4047,11/16/2011 0:00,,"Mindanao, Catanduanes",10km,landslide,downpour,medium,unknown,0,,,4047,Philippines,PH,Zamboanga Peninsula,4172,Katipunan,1.7591,4/1/2014 0:00,11/20/2017 15:17,2/15/2018 15:51,123.2981,8.5091
e-pao.net,http://e-pao.net/GP.asp?src=Snipp3..100610.jun10,1961,6/9/2010 14:15,14:00,"Ishok Chingphu(?), Bishnupur, Assam",50km,landslide,downpour,medium,unknown,0,,,1961,India,IN,Meghālaya,25758,Nongstoin,41.26849,4/1/2014 0:00,11/20/2017 15:17,2/15/2018 15:51,91.2,25.8833
reviewnepal,http://www.reviewnepal.com/detail_news.php?id=857,2403,9/8/2010 2:30,2:00,"Mankha-1, Lampate(?), Sindhupalchok district",5km,landslide,downpour,medium,unknown,2,,,2403,Nepal,NP,,1600,Kodāri,22.08601,4/1/2014 0:00,11/20/2017 15:17,2/15/2018 15:51,85.8416,27.7773
Philippine Information Agency,http://news.pia.gov.ph/article/view/1141476933438/six-road-sections-in-car-are-closed-to-traffic-due-to-typhoon-lawin,9658,10/20/2016 0:00,,Balbalan-Pinukpuk Road K0490+950,25km,landslide,tropical_cyclone,medium,below_road,0,0,Lawin,9658,Philippines,PH,Cordillera,0,Pinukpuk,12.4324,10/27/2016 1:00,11/20/2017 15:17,2/15/2018 15:51,121.3267,17.5291
en.wikipedia,http://en.wikipedia.org/wiki/Udayapur_district,2307,8/21/2010 0:00,,Udayapur district,unknown,landslide,downpour,medium,unknown,0,,,2307,Nepal,NP,Eastern Region,3250,Bhojpur,40.69771,4/1/2014 0:00,11/20/2017 15:17,2/15/2018 15:51,86.6444,27.2485
Cuarto Poder,http://www.cuartopoder.mx/deslaveafectacarreteradejandouncarril-116564.html,7514,5/23/2015 0:00,,between Union Juarez and Cacahoatán,10km,landslide,rain,medium,below_road,0,0,,7514,Mexico,MX,Chiapas,3796,Santo Domíngo,0.76257,2/11/2016 21:24,11/20/2017 15:17,2/15/2018 15:51,-92.1124,15.0337
AntaraNews.com,http://www.antaranews.com/en/news/92258/47-sub-districts-in-sukabumi-prone-to-landslides,5765,1/11/2014 0:00,,"Madrasah Diniyah Adz Dzikru Gunung Parang, Sukabumi, Jawa Barat 43131",25km,landslide,continuous_rain,medium,natural_slope,0,0,,5765,Indonesia,ID,West Java,276414,Sukabumi,0.19418,1/26/2015 20:04,11/20/2017 15:17,2/15/2018 15:51,106.9272,-6.9197
naharnet,http://www.naharnet.com/stories/en/122465-1-dead-several-hurt-as-landslide-hits-roumieh-construction-site#http://www.naharnet.com/stories/en/122465-1-dead-several-hurt-as-landslide-hits-roumieh-construction-site,5947,3/13/2014 0:00,,Qsaibe,5km,landslide,downpour,medium,unknown,1,3,,5947,Lebanon,LB,Mont-Liban,5000,Bhamdoûn el Mhatta,7.36355,8/24/2014 0:00,11/20/2017 15:17,2/15/2018 15:51,35.65,33.8745
thestatesman,http://www.thestatesman.net/page.news.php?clid=10&id=209560&usrsess=1,595,6/20/2008 0:00,,Kurseong sub division,25km,landslide,rain,medium,unknown,,,,595,India,IN,Bengal,46427,Kārsiyāng,0.2804,4/1/2014 0:00,11/20/2017 15:17,2/15/2018 15:51,88.2778,26.885
WKYT,http://www.wkyt.com/wymt/home/headlines/Mudslide-destroys-Pike-County-church-298642281.html,7181,4/3/2015 0:00,,Ratliff Old Regular Bapist Church,1km,mudslide,downpour,small,other,0,0,,7181,United States,US,Kentucky,6903,Pikeville,6.27087,7/14/2015 13:31,11/20/2017 15:17,2/15/2018 15:51,-82.4939,37.4264
Oregon DOT,,8840,1/16/2011 16:28,16:00,"OR 218, milepost 34.9",exact,landslide,unknown,unknown,above_road,0,0,,8840,United States,US,Oregon,473,Fossil,9.72327,7/8/2016 18:00,11/20/2017 15:17,2/15/2018 15:51,-120.2668,44.9184
starbulletin,http://www.starbulletin.com/news/hawaiinews/20081216_waimea_valley_shuts_down_so_firm_can_end_landslides.html,930,12/14/2008 0:00,,"Waimea Valley nature park, Hawaii; North Shore valley",10km,rock_fall,unknown,small,unknown,,,,930,United States,US,Hawaii,4551,Pūpūkea,5.56055,4/1/2014 0:00,11/20/2017 15:17,2/15/2018 15:51,-158.026,21.62
www.citizen-times.com,http://www.citizen-times.com/article/20130506/NEWS01/130506016/Landslide-strands-40-people-Canton,4838,5/6/2013 0:00,,"Asheville, Nc (Holder Branch Rd.)",5km,landslide,rain,medium,unknown,,,,4838,United States,US,North Carolina,4227,Canton,4.10329,4/1/2014 0:00,11/20/2017 15:17,2/15/2018 15:51,-82.7938,35.5429
edition.cnn,http://edition.cnn.com/2010/US/12/12/washington.mudslide/,2816,12/12/2010 0:00,,"tracks between Seattle and Canada, WA",unknown,mudslide,downpour,medium,unknown,0,,,2816,United States,US,Washington,6231,Stanwood,2.27608,4/1/2014 0:00,11/20/2017 15:17,2/15/2018 15:51,-122.3412,48.2357
www.kemmerergazette.com,http://www.kemmerergazette.com/v2_news_articles.php?heading=0&page=72&story_id=3615,5507,9/12/2013 23:00,23:00,"Labarge, Wy",5km,mudslide,downpour,medium,unknown,0,,,5507,United States,US,Wyoming,1094,Marbleton,41.69882,4/1/2014 0:00,11/20/2017 15:17,2/15/2018 15:51,-110.1843,42.1823
The Indian Express,http://indianexpress.com/article/india/india-news-india/rains-throw-normal-life-out-of-gear-accidents-kill-4-persons-in-jammu-2960170/,9474,8/7/2016 0:00,,"Parmandal, Jammu",10km,landslide,continuous_rain,medium,unknown,1,0,,9474,India,IN,Kashmir,26893,Sāmba,16.17881,8/22/2016 23:22,11/20/2017 15:17,2/15/2018 15:51,75.0582,32.6987
Daily kashmir Images,http://dailykashmirimages.com/Details/112185/massive-landslide-hit-srinagar-sonamarg-road,9199,6/8/2016 22:00,22:00,"Srinagar-Leh highway in Shutkady near Sonamarg, Ganderbal district, Jammu and Kashmir, India",5km,landslide,downpour,medium,above_road,0,0,,9199,India,IN,Kashmir,7750,Pahlgām,30.98175,7/27/2016 13:38,11/20/2017 15:17,2/15/2018 15:51,75.3226,34.2952
e-pao,http://www.e-pao.net/GP.asp?src=5..101010.oct10,2578,10/9/2010 0:00,,"NH-39 in Karong area, Manipur",5km,landslide,downpour,medium,unknown,0,,,2578,India,IN,Nāgāland,92113,Kohima,40.0566,4/1/2014 0:00,11/20/2017 15:17,2/15/2018 15:51,94.0462,25.3179
ABC Nebraska,http://www.nebraska.tv/story/30826119/scotts-bluff-national-monument-trail-to-remain-closed-following-rock-slide,9106,12/23/2015 0:00,,Scotts Bluff National Monument,5km,rock_fall,unknown,small,natural_slope,0,0,,9106,United States,US,Nebraska,8500,Gering,5.33252,7/21/2016 17:47,11/20/2017 15:17,2/15/2018 15:51,-103.7243,41.8206
Sky News,http://news.sky.com/story/homes-destroyed-by-mudslide-after-heavy-rain-10504328,9023,7/17/2016 0:00,,"Xiangxi Tujia Miao Autonomous Prefecture, China",100km,landslide,downpour,large,unknown,0,0,,9023,China,CN,Hunan,0,Malichang,0.58726,7/18/2016 19:08,11/20/2017 15:17,2/15/2018 15:51,109.4872,28.4314
fresnobee,http://www.fresnobee.com/2010/12/26/2210454/mudslide-closes-northbound-bullard.html,2903,12/26/2010 10:00,10:00,"Bullard Avenue onramp for northbound Highway 41, CA",exact,mudslide,rain,small,unknown,0,,,2903,United States,US,California,95631,Clovis,7.29699,4/1/2014 0:00,11/20/2017 15:17,2/15/2018 15:51,-119.7847,36.8242
3YB,http://www.3yb.com.au/articles/landslip-closes-road/,9513,10/2/2016 0:00,,Grists Road - between Linton Road and Lismore-Pittong Road.,5km,landslide,rain,small,below_road,0,0,,9513,Australia,AU,Victoria,3356,Delacombe,44.56622,10/12/2016 0:52,11/20/2017 15:17,2/15/2018 15:51,143.4041,-37.8145
gazette,http://www.gazette.com/articles/channel-141411-concrete-slab.html,4456,7/9/2012 0:00,,"Hwy 24, Cascade, Colorado Springs",10km,mudslide,downpour,medium,unknown,,,,4456,United States,US,Colorado,1655,Cascade-Chipita Park,5.78163,4/1/2014 0:00,11/20/2017 15:17,2/15/2018 15:51,-104.9722,38.8971
mercurynews,http://www.mercurynews.com/news/ci_13559505?nclick_check=1,1257,10/13/2009 0:00,,"Watsonville, California",10km,complex,rain,medium,unknown,0,,,1257,United States,US,California,7321,Interlaken,4.69791,4/1/2014 0:00,11/20/2017 15:17,2/15/2018 15:51,-121.6815,36.9566
newsinfo.inquirer,http://newsinfo.inquirer.net/35603/mudslide-buries-house-in-antipolo-city,3872,8/2/2011 7:00,7:00,Antipolo City,5km,landslide,downpour,small,unknown,0,,,3872,Philippines,PH,Calabarzon,549543,Antipolo,0.89039,4/1/2014 0:00,11/20/2017 15:17,2/15/2018 15:51,121.168,14.5902
RT,,5751,1/4/2014 0:00,,Quellouno,250km,landslide,downpour,large,unknown,2,0,,5751,Peru,PE,Cusco,0,Quebrada Honda,123.43371,8/24/2014 0:00,11/20/2017 15:17,2/15/2018 15:51,-71.9165,-11.6953
Oregon DOT,,8835,1/17/2011 10:32,11:00,"US 101, milepost 134",exact,landslide,unknown,unknown,above_road,0,0,,8835,United States,US,Oregon,1398,Depoe Bay,9.02688,7/8/2016 17:49,11/20/2017 15:17,2/15/2018 15:51,-124.0576,44.7273
Iceland Magazine,http://icelandmag.visir.is/article/a-new-landslide-askja-region-nature-still-work,8365,9/23/2015 0:00,,"Lake Askja, Iceland",1km,landslide,unknown,large,natural_slope,0,0,,8365,Iceland,IS,Northeast,1001,Laugar,83.92592,7/6/2016 14:23,11/20/2017 15:17,2/15/2018 15:51,-16.7406,65.0167
Hmar.net,http://hmar.net/?p=1870,322,10/21/2007 0:00,,National Highway 53 at Nungba in Tamenglong district of Manipur,25km,landslide,rain,medium,unknown,,,,322,India,IN,Assam,12871,Lakhipur,43.16287,4/1/2014 0:00,11/20/2017 15:17,2/15/2018 15:51,93.4333,24.75
Oregon DOT,,8579,10/15/2012 21:19,21:00,"OR 42, milepost 50",exact,landslide,unknown,unknown,above_road,0,0,,8579,United States,US,Oregon,5379,Winston,30.31052,7/7/2016 15:38,11/20/2017 15:17,2/15/2018 15:51,-123.735,42.9861
Province,http://www.theprovince.com/health/North+Vancouver+Riverside+Drive+closed+after+Sunday/10448263/story.html,6427,12/7/2014 9:00,9:00,one kilometre from the end of Riverside Drive,1km,rock_fall,rain,medium,above_river,0,0,,6427,Canada,CA,British Columbia,48000,North Vancouver,5.43582,12/9/2014 15:36,11/20/2017 15:17,2/15/2018 15:51,-123.0023,49.3418
brunei-online,http://www.brunei-online.com/bb/tue/apr1h10.htm,490,4/1/2008 0:00,,"Borneo, Muara",unknown,landslide,rain,medium,unknown,,,,490,Indonesia,ID,North Kalimantan,0,Longnawang,215.44888,4/1/2014 0:00,11/20/2017 15:17,2/15/2018 15:51,113.9171,0.1115
heraldsun,http://www.heraldsun.com.au/news/breaking-news/six-killed-10-missing-in-nepal-landslides/story-e6frf7k6-1226095406740,3779,7/15/2011 0:00,,Nuwakot district in Central Nepal,unknown,landslide,downpour,medium,unknown,3,,,3779,Nepal,NP,Western Region,21867,Wāling,22.71111,4/1/2014 0:00,11/20/2017 15:17,2/15/2018 15:51,83.9704,27.8871
news.au,"http://www.news.com.au/heraldsun/story/0,21985,23596379-5005961,00.html",506,4/20/2008 0:00,,Port-au-Prince,25km,mudslide,rain,medium,unknown,3,,,506,Haiti,HT,Ouest,1234742,Port-au-Prince,1.80063,4/15/2014 11:47,11/20/2017 15:17,2/15/2018 15:51,-72.3224,18.5283
NBC 4 news,http://www.nbc4.com/news/11186871/detail.html,34,3/2/2007 23:00,23:00,"Kings Mountain Rd., Woodbridge, VA",1km,landslide,rain,small,unknown,,,,34,United States,US,Virginia,16000,Cherry Hill,3.40765,1/7/2016 20:34,11/20/2017 15:17,2/15/2018 15:51,-77.2682,38.6009
Q13 FOX.com,http://q13fox.com/2014/02/18/flooding-mudslides-and-avalanches-oh-my/#http://q13fox.com/2014/02/18/flooding-mudslides-and-avalanches-oh-my/%23axzz35neJq3Aw,5880,2/18/2014 9:00,9:00,"1071-1123 Alexander Ave E Tacoma, WA 98424",1km,mudslide,continuous_rain,medium,above_road,0,0,,5880,United States,US,Washington,9173,Fife,1.50521,8/24/2014 0:00,11/20/2017 15:17,2/15/2018 15:51,-122.373,47.2473
www.ravallirepublic.com,http://www.ravallirepublic.com/news/local/article_5d116624-11cf-11e3-9b6e-0019bb2963f4.html,5416,8/29/2013 4:00,4:00,"Indian Creek Campground, Bitterroot National Forest, Id",1km,debris_flow,downpour,medium,unknown,0,,,5416,United States,US,Montana,4348,Hamilton,68.54951,4/1/2014 0:00,11/20/2017 15:17,2/15/2018 15:51,-114.7613,45.794
www.nst.com.my,http://www.nst.com.my/latest/three-lanes-of-landslide-hit-jalan-mahameru-reopened-to-traffic-1.274484,4840,5/7/2013 19:00,19:00,"Dang Wangi Lrt Station, Jalan Ampang , Kuala Lumpur",5km,landslide,rain,medium,unknown,,,,4840,Malaysia,MY,Kuala Lumpur,1453975,Kuala Lumpur,2.41996,4/1/2014 0:00,11/20/2017 15:17,2/15/2018 15:51,101.7022,3.1564
Oregon DOT,,8005,1/21/2016 22:17,22:00,"US 101, milepost 54.5",exact,landslide,unknown,unknown,above_road,0,0,,8005,United States,US,Oregon,1286,Bay City,5.58519,6/30/2016 17:18,11/20/2017 15:17,2/15/2018 15:51,-123.9343,45.5617
The Daily Star,http://www.thedailystar.net/backpage/landslide-kills-3-of-a-family-23595,6020,5/10/2014 9:00,9:00, Purba Satchhari village in Sadar upazila,10km,landslide,rain,medium,unknown,0,0,,6020,Bangladesh,BD,Sylhet,57441,Maulavi Bāzār,11.04683,8/24/2014 0:00,11/20/2017 15:17,2/15/2018 15:51,91.7227,24.5784
www.post-gazette.com,http://www.post-gazette.com/stories/local/neighborhoods-city/mudslide-closes-woodruff-street-wabash-tunnel-670868/#ixzz2SF9YEWdk,4724,1/17/2013 0:00,,"Merrimac Street To Saw Mill Run, Pittsburgh, Pa",5km,mudslide,rain,medium,unknown,,,,4724,United States,US,Pennsylvania,305704,Pittsburgh,2.64611,4/1/2014 0:00,11/20/2017 15:17,2/15/2018 15:51,-80.0181,40.4239
Oregon DOT,,8347,3/10/2014 21:59,22:00,"US 101, milepost 54",exact,landslide,unknown,unknown,above_road,0,0,,8347,United States,US,Oregon,1312,Rockaway Beach,5.11961,7/6/2016 14:00,11/20/2017 15:17,2/15/2018 15:51,-123.9405,45.5674
cdrc-phil,http://www.cdrc-phil.com/cordillera-region-battered-by-super-typhoon-juan/,2626,10/18/2010 0:00,,"Balbalan –Pinukpuk rd, Kalinga province, Cordillera administrative region, Luzon",25km,landslide,tropical_cyclone,medium,unknown,0,,Supertyphoon Juan (Megi),2626,Philippines,PH,Cordillera Administrative Region,2195,Balbalan,13.01191,4/1/2014 0:00,11/20/2017 15:17,2/15/2018 15:51,121.2368,17.5541
www.recordonline.com,http://www.recordonline.com/apps/pbcs.dll/article?AID=/20130915/NEWS/130919814/-1/SITEMAP,5526,9/14/2013 0:00,,Oaxaca,unknown,landslide,tropical_cyclone,very_large,unknown,1,,Ingrid,5526,Mexico,MX,Oaxaca,3630,San Andrés Huayapan,11.8349,4/1/2014 0:00,11/20/2017 15:17,2/15/2018 15:51,-96.6045,17.1933
SFGate,http://www.sfgate.com/nation/article/Storm-triggers-mudslides-evacuations-in-Southern-5953569.php,6494,12/12/2014 2:00,2:00,PCH between Las Posas Road and Yerba Buena Road,25km,debris_flow,rain,small,above_road,0,0,,6494,United States,US,California,3249,Casa Conejo,13.90778,12/15/2014 19:49,11/20/2017 15:17,2/15/2018 15:51,-118.9774,34.0615
